Name,CAS no,"Origin (company, synthesis method)",Shape,Initial coating/functionalization,"Diameter, nm","Length, nm",Possible impurities,"Surface area, BET (m2/g)",Other observations,Media,"Method to
measure the size (DLS, NTA)","Size of nanomaterial in the test, nm",Dissolution (if applicable) of nanomaterial in the test,Zeta potential of nanomaterial in the test,"Type of test organism (selection: bacteria, algae, crustacean, protozoa, fish, earthworm, other)",Test organism,Test media,Test duration (h or days),"Test temperature, other important conditions",Illumination,Test endpoint,Toxicity measure,Toxicity value,Other observations,Specific mechanisms of toxicity,"Accumulation in cells, tissues and organs",Authors,Title,Journal,Vol,Issue,Start page,End page,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,"Z-COTE® MAX; BASF SE, Ludwigshafen, Germany",,dimethoxy-diphenylsilane/triethoxy-caprylylsilane crosspolymer,< 200 ,,,12-24,,Artificial Elendt M4 (OECD guideline 202),analytical centrifugation with Schlieren or UV detection,D10% 130 nm; D50% 1700 nm,,,crustacean,Daphnia magna,Artificial Elendt M4 (OECD guideline 202),48 h,20 ± 2 °C,16-h/8-h light/dark cycle,immobilization,EC10 ,0.7 mg/L,,The acute effects of ZnO on the mobility of D. magna are probably due to the ion toxicity of Zn and not ZnO,,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,1356,1365,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,"Z-COTE® MAX; BASF SE, Ludwigshafen, Germany",,dimethoxy-diphenylsilane/triethoxy-caprylylsilane crosspolymer,< 200 ,,,12-24,,Artificial Elendt M4 (OECD guideline 202),analytical centrifugation with Schlieren or UV detection,D10% 130 nm; D50% 1700 nm,,,crustacean,Daphnia magna,Artificial Elendt M4 (OECD guideline 202),48 h,20 ± 2 °C,16-h/8-h light/dark cycle,immobilization,EC50 ,1.0 mg/L,,The acute effects of ZnO on the mobility of D. magna are probably due to the ion toxicity of Zn and not ZnO,,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,1356,1365,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,"Melorium Technologies, Rochester NY USA",,,< 5 ,,,,,,,,,,plant,Cucurbita pepo,25% Hoagland solution,15 days,25 °C,12-h/12-h light/dark cycle 200 μmol m-2 s-1,biomass after the test,EC78-90,1000 mg/L,No significant effects on germination or root elongation  were observed,,,"Stampoulis, Dimitrios; Sinha, Saion K.; White, Jason C.",Assay-Dependent Phytotoxicity of Nanoparticles to Plants,ENVIRONMENTAL SCIENCE & TECHNOLOGY,43,24,9473,9479,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,"Melorium Technologies, Rochester NY USA",,,< 10 ,,,,,,,,,,plant,Cucurbita pepo,25% Hoagland solution,15 days,25 °C,12-h/12-h light/dark cycle 200 μmol m-2 s-1,biomass after the test,EC78-90,1000 mg/L,No significant effects on germination or root elongation  were observed,,,"Stampoulis, Dimitrios; Sinha, Saion K.; White, Jason C.",Assay-Dependent Phytotoxicity of Nanoparticles to Plants,ENVIRONMENTAL SCIENCE & TECHNOLOGY,43,24,9473,9479,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Daphnia magna,"artificial fresh water CaCl2*2H2O – 294, MgSO4*7H2O –
123.25, NaHCO3 – 64.75, KCl – 5.75, pH  7.8 ± 0.2",48 h,20 °C,dark,mortality,EC50 ,2.6 ± 1.04 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Daphnia magna,"River water, dissolved organic carbon 13.3 mg/L",48 h,20 °C,dark,mortality,EC50 ,3.3 ± 1.15 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Daphnia magna,"River water, dissolved organic carbon 13.2 mg/L",48 h,20 °C,dark,mortality,EC50 ,9.0 ± 0.28 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Daphnia magna,"River water, dissolved organic carbon 25.9 mg/L",48 h,20 °C,dark,mortality,EC50 ,1.7 ± 0.27 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Daphnia magna,"River water, dissolved organic carbon 29.2 mg/L",48 h,20 °C,dark,mortality,EC50 ,3.5 ± 0.30 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Daphnia magna,"River water, dissolved organic carbon 34.5 mg/L",48 h,20 °C,dark,mortality,EC50 ,2.8 ± 0.39 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Daphnia magna,"River water, dissolved organic carbon 31.5 mg/L",48 h,20 °C,dark,mortality,EC50 ,3.4 ± 1.56 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Thamnocephalus platyurus,"CaSO4*2H2O
– 60, MgSO4*7H2O – 123, NaHCO3 – 96, KCl – 4 mg/l; pH – 7.8 ± 0.2",24 h,25 °C,dark,mortality,EC50 ,0.14 ± 0.02 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Thamnocephalus platyurus,"River water, dissolved organic carbon 13.3 mg/L",24 h,25 °C,dark,mortality,EC50 ,1.1 ± 0.23 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Thamnocephalus platyurus,"River water, dissolved organic carbon 13.2 mg/L",24 h,25 °C,dark,mortality,EC50 ,6.0 ± 0.71 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Thamnocephalus platyurus,"River water, dissolved organic carbon 25.9 mg/L",24 h,25 °C,dark,mortality,EC50 ,3.6 ± 0.74 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Thamnocephalus platyurus,"River water, dissolved organic carbon 29.2 mg/L",24 h,25 °C,dark,mortality,EC50 ,1.5 ± 0.32 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Thamnocephalus platyurus,"River water, dissolved organic carbon 34.5 mg/L",24 h,25 °C,dark,mortality,EC50 ,5.3 ± 0.50 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,crustacean,Thamnocephalus platyurus,"River water, dissolved organic carbon 31.5 mg/L",24 h,25 °C,dark,mortality,EC50 ,1.4 ± 0.35 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,protozoan,Tetrahymena thermophila,Milli-Q water with food substrate,24 h,30 °C,dark,growth inhibition,EC50 ,9.4 ± 3.0 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,protozoan,Tetrahymena thermophila,"River water with food substrate, dissolved organic carbon 13.2 mg/L ",24 h,30 °C,dark,growth inhibition,EC50 ,16.4 ± 0.41 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,protozoan,Tetrahymena thermophila,"River water with food substrate, dissolved organic carbon 29.2 mg/L",24 h,30 °C,dark,growth inhibition,EC50 ,12.4 ± 0.75 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Sigma-Aldrich,,,70,,,,,artificial fresh water,,,almost 100%,,protozoan,Tetrahymena thermophila,"River water with food substrate, dissolved organic carbon 34.5 mg/L",24 h,30 °C,dark,growth inhibition,EC50 ,26.5 ± 2.52 mg Zn/L,,,,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,41,47,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,"Aipurui Co., Ltd., Nanjing, China",,,Oct-20,,,,,,,,,,earthworm,Eisenia fetida,"artificial soil (10% finely ground sphagnum peat, 20% kaolin clay, 70% industrial
sand, pH was adjusted to 6.0 ± 0.5 by adding calcium carbonate), water content 35% (w/w)",7 days,20 ± 1 °C,continuous light source,mortality,NOEC,5 g/kg,"SOD showed no significant changes; CAT activity increased at 0.1 and 0.5 g/kg and decreased at higher doses; MDA invreased at 0.1-1 g/kg and dropped at 5 g/kg; DNA damage at doses higher than 1g/kg; cellulase activity decreased with increasing doses;after 7-days exposure, some of the mitochondria had lost the cristae","NPs induced harmful effects, including oxidative stress, inhibition of the activity of cellulase, DNA damage and mitochondria damage",ZnO NPs could be bioaccumulated in earthworm,"Hu, C. W.; Li, M.; Cui, Y. B.; Li, D. S.; Chen, J.; Yang, L. Y.",Toxicological effects of TiO2 and ZnO nanoparticles in soil on earthworm Eisenia fetida,SOIL BIOLOGY & BIOCHEMISTRY,42,4,586,591,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Synthesized in diethylene glycol medium by forced hydrolysis of Zn acetate,rod,,10.4 ± 1.2 ,30,contains diethylene glycol,,wurtzite structure (hcp),"Bold's basal medium with 3.5 mM phosphate buffer, pH was adjusted to 7.0 by adding 1 M NaOH",DLS,60-400 nm,< 5%,positive,cyanobacteria,Anabaena flos-aquae,"Bold's basal medium with 3.5 mM phosphate buffer, pH was adjusted to 7.0 by adding 1 M NaOH",10 days,20 ± 0.5 °C,luminosity 30-60 μmol m(-2) s(-1) photosynthetic photon flux,mortality,EC25,10-3 M ZnO,,"Photosynthetic acticity decreased in the first 10 days, during longer exposure an increase was observed",,"Brayner, Roberta; Dahoumane, Si Amar; Yepremian, Claude; Djediat, Chakib; Meyer, Michael; Coute, Alain; Fievet, Fernand","ZnO Nanoparticles: Synthesis, Characterization, and Ecotoxicological Studies",LANGMUIR,26,9,6522,6528,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,Synthesized in diethylene glycol medium by forced hydrolysis of Zn acetate,rod,,10.4 ± 1.2 ,30,contains diethylene glycol,,wurtzite structure (hcp),"Bold's basal medium with 3.5 mM phosphate buffer, pH was adjusted to 7.0 by adding 1 M NaOH",DLS,60-400 nm,< 5%,positive,microalgae,Euglena gracilis,Mineral medium,10 days,20 ± 0.5 °C,luminosity 70-100 μmol m(-2) s(-1) photosynthetic photon flux,mortality ,EC90,10-3 M ZnO,,"Photosynthetic acticity decreased in the first 10 days, longer exposure resulted in cellular death",,"Brayner, Roberta; Dahoumane, Si Amar; Yepremian, Claude; Djediat, Chakib; Meyer, Michael; Coute, Alain; Fievet, Fernand","ZnO Nanoparticles: Synthesis, Characterization, and Ecotoxicological Studies",LANGMUIR,26,9,6522,6528,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZnO,1314-13-2 ,"Synthesized in diethylene glycol medium by forced hydrolysis of Zn acetate, protective agent tri-n-octylphosphine oxide was added",sphere,,15.3 ± 1.4 ,15.3 ± 1.4 ,contains diethylene glycol and tri-n-octylphosphine oxide ,,wurtzite structure (hcp),"Bold's basal medium with 3.5 mM phosphate buffer, pH was adjusted to 7.0 by adding 1 M NaOH",DLS,60-400 nm,< 5%,positive,cyanobacteria,Anabaena flos-aquae,"Bold's basal medium with 3.5 mM phosphate buffer, pH was adjusted to 7.0 by adding 1 M NaOH",10 days,20 ± 0.5 °C,luminosity 30-60 μmol m(-2) s(-1) photosynthetic photon flux,mortality ,EC75,10-3 M ZnO,,"Photosynthetic acticity decreased in the first 10 days, longer exposure resulted in cellular death",,"Brayner, Roberta; Dahoumane, Si Amar; Yepremian, Claude; Djediat, Chakib; Meyer, Michael; Coute, Alain; Fievet, Fernand","ZnO Nanoparticles: Synthesis, Characterization, and Ecotoxicological Studies",LANGMUIR,26,9,6522,6528,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
